codigo_estrato,estrato,sexo,edad,poblacion,peso
2,caba,femenino,38,24386,0.0003502363772397082
2,caba,masculino,38,22991,0.00033020112150898594
2,caba,femenino,39,24081,0.00034585590914087646
2,caba,masculino,39,22499,0.00032313492378890327
2,caba,femenino,40,25496,0.00036617840868135817
2,caba,masculino,40,23338,0.0003351848016083126
2,caba,femenino,41,23963,0.00034416117066329567
2,caba,masculino,41,21902,0.0003145606960675834
2,caba,femenino,42,24971,0.00035863825867517236
2,caba,masculino,42,22759,0.00032686909331577625
2,caba,femenino,43,24267,0.0003485272765716394
2,caba,masculino,43,21787,0.0003129090441614665
2,caba,femenino,44,24097,0.000346085704188684
2,caba,masculino,44,21433,0.0003078248287287241
2,caba,femenino,45,24595,0.00035323807505169454
2,caba,masculino,45,21870,0.0003141011059719683
2,caba,femenino,46,24153,0.0003468899868560105
2,caba,masculino,46,20818,0.00029899208157862074
2,caba,femenino,47,23733,0.00034085786685106187
2,caba,masculino,47,20443,0.00029360626014563086
2,caba,femenino,48,22309,0.0003204061075961884
2,caba,masculino,48,19134,0.0002748061527968743
2,caba,femenino,49,22190,0.00031869700692811965
2,caba,masculino,49,18956,0.0002722496828900151
2,caba,femenino,50,22609,0.0003247147647425803
2,caba,masculino,50,19350,0.00027790838594227645
2,caba,femenino,51,20743,0.00029791491729202276
2,caba,masculino,51,17640,0.00025334904020784274
2,caba,femenino,52,20369,0.0002925434580495209
2,caba,masculino,52,17179,0.0002467280703928872
2,caba,femenino,53,19548,0.0002807520996588951
2,caba,masculino,53,16592,0.00023829746457644708
2,caba,femenino,54,19403,0.00027866958203813904
2,caba,masculino,54,15852,0.0002276694436153471
2,caba,femenino,55,18969,0.0002724363913663588
2,caba,masculino,55,15805,0.00022699442066241238
2,caba,femenino,56,19060,0.0002737433507007643
2,caba,masculino,56,15607,0.00022415070694579373
2,caba,femenino,57,18968,0.0002724220291758708
2,caba,masculino,57,15385,0.00022096230065746375
2,caba,femenino,58,18660,0.0002679984745055751
2,caba,masculino,58,14846,0.00021322107998444632
2,caba,femenino,59,19297,0.0002771471898464139
2,caba,masculino,59,15522,0.00022292992075431602
2,caba,femenino,60,19445,0.0002792727940386339
2,caba,masculino,60,15446,0.00022183839427723009
2,caba,femenino,61,18210,0.0002615354887859873
2,caba,masculino,61,14458,0.00020764855007511282
2,caba,femenino,62,18480,0.00026541328021774
2,caba,masculino,62,14656,0.00021049226379173146
2,caba,femenino,63,17989,0.0002583614446881453
2,caba,masculino,63,14189,0.0002037851208338481
2,caba,femenino,64,17442,0.00025050532649122407
2,caba,masculino,64,13637,0.00019585719168448704
2,caba,femenino,65,18379,0.0002639626989784547
2,caba,masculino,65,14036,0.00020158770568918824
2,caba,femenino,66,17215,0.0002472451092504542
2,caba,masculino,66,12664,0.00018188278033968937
2,caba,femenino,67,16983,0.0002439130810572445
2,caba,masculino,67,12287,0.00017646823452572357
2,caba,femenino,68,16305,0.00023417551590639886
2,caba,masculino,68,11672,0.0001676354873756202
2,caba,femenino,69,16786,0.00024108372953111383
2,caba,masculino,69,11836,0.00016999088661564775
2,caba,femenino,70,16756,0.00024065286381647465
2,caba,masculino,70,11587,0.0001664147011841425
2,caba,femenino,71,15961,0.00022923492237853616
2,caba,masculino,71,11035,0.00015848677203478143
2,caba,femenino,72,16025,0.00023015410256976642
2,caba,masculino,72,10782,0.00015485313784132428
2,caba,femenino,73,15009,0.00021556211703398592
2,caba,masculino,73,10226,0.00014686775993001132
2,caba,femenino,74,14734,0.00021161251464979334
2,caba,masculino,74,9780,0.0001404622229723754
2,caba,femenino,75,14765,0.00021205774255492053
2,caba,masculino,75,9319,0.00013384125315741985
2,caba,femenino,76,14368,0.00020635595293119524
2,caba,masculino,76,8940,0.0001283979829624781
2,caba,femenino,77,13630,0.00019575665635107123
2,caba,masculino,77,8430,0.00012107326581361191
2,caba,femenino,78,12721,0.00018270142519750382
2,caba,masculino,78,7591,0.00010902338799420262
2,caba,femenino,79,11619,0.00016687429127975763
2,caba,masculino,79,6959,9.994648360580371e-05
2,caba,femenino,80,11046,0.00015864475613014913
2,caba,masculino,80,6228,8.94477223590955e-05
2,caba,femenino,81,10083,0.00014481396669023118
2,caba,masculino,81,5730,8.229535149608496e-05
2,caba,femenino,82,9716,0.0001395430427811451
2,caba,masculino,82,5197,7.464030396599539e-05
2,caba,femenino,83,8765,0.00012588459962708284
2,caba,masculino,83,4542,6.523306919637311e-05
2,caba,femenino,84,7873,0.00011307352571181099
2,caba,masculino,84,4140,5.945946862020799e-05
2,caba,femenino,85,7257,0.00010422641637121965
2,caba,masculino,85,3625,5.206294051890192e-05
2,caba,femenino,86,6780,9.737565150845655e-05
2,caba,masculino,86,3249,4.666275689542409e-05
2,caba,femenino,87,6162,8.849981778688928e-05
2,caba,masculino,87,2910,4.1793974320001264e-05
2,caba,femenino,88,5404,7.761327739700579e-05
2,caba,masculino,88,2417,3.4713414409430604e-05
2,caba,femenino,89,5209,7.481265025185106e-05
2,caba,masculino,89,2130,3.059146573938237e-05
2,caba,femenino,90,4644,6.669801262614635e-05
2,caba,masculino,90,1848,2.6541328021774e-05
2,caba,femenino,91,3952,5.6759376808469074e-05
2,caba,masculino,91,1575,2.2620450018557385e-05
2,caba,femenino,92,3316,4.762502365811828e-05
2,caba,masculino,92,1200,1.7234628585567533e-05
2,caba,femenino,93,2774,3.984071641363695e-05
2,caba,masculino,93,904,1.2983420201127541e-05
2,caba,femenino,94,2228,3.199896040720372e-05
2,caba,masculino,94,702,1.0082257722557006e-05
2,caba,femenino,95,1540,2.2117773351478334e-05
2,caba,masculino,95,529,7.597598768137687e-06
1,buenos aires,femenino,16,134927,0.0019378472759707254
1,buenos aires,masculino,16,137418,0.001973623492476266
1,buenos aires,femenino,17,139788,0.002007661883932762
1,buenos aires,masculino,17,142023,0.0020397613796733815
1,buenos aires,femenino,18,136704,0.001963368888467853
1,buenos aires,masculino,18,139573,0.002004574012977848
1,buenos aires,femenino,19,131642,0.0018906674802177342
1,buenos aires,masculino,19,132140,0.0018978198510807447
1,buenos aires,femenino,20,128203,0.0018412759071295953
1,buenos aires,masculino,20,127135,0.0018259370876884402
1,buenos aires,femenino,21,129588,0.0018611675409554377
1,buenos aires,masculino,21,129045,0.0018533688715204686
1,buenos aires,femenino,22,133633,0.0019192626014792884
1,buenos aires,masculino,22,132179,0.0018983799765097758
1,buenos aires,femenino,23,129585,0.0018611244543839738
1,buenos aires,masculino,23,127654,0.0018333910645516982
1,buenos aires,femenino,24,129438,0.0018590132123822419
1,buenos aires,masculino,24,126902,0.0018225906973047424
1,buenos aires,femenino,25,134414,0.0019304794722503952
1,buenos aires,masculino,25,128996,0.0018526651241865578
1,buenos aires,femenino,26,132679,0.0019055610717537623
1,buenos aires,masculino,26,127148,0.0018261237961647839
1,buenos aires,femenino,27,134241,0.0019279948132959759
1,buenos aires,masculino,27,128698,0.0018483851914211419
1,buenos aires,femenino,28,130321,0.001871695026583122
1,buenos aires,masculino,28,123494,0.0017736443521217306
1,buenos aires,femenino,29,131584,0.0018898344731694318
1,buenos aires,masculino,29,125203,0.0017981893356656764
1,buenos aires,femenino,30,140389,0.0020162935604160336
1,buenos aires,masculino,30,132695,0.0019057908668015698
1,buenos aires,femenino,31,135293,0.0019431038376893236
1,buenos aires,masculino,31,127360,0.0018291685805482342
1,buenos aires,femenino,32,131147,0.0018835581959261876
1,buenos aires,masculino,32,124401,0.0017866708588943222
1,buenos aires,femenino,33,129980,0.0018667975196267233
1,buenos aires,masculino,33,123652,0.0017759135782188305
1,buenos aires,femenino,34,127641,0.0018332043560753545
1,buenos aires,masculino,34,120355,0.0017285614361799836
1,buenos aires,femenino,35,133431,0.0019163614390007178
1,buenos aires,masculino,35,125958,0.001809032789484096
1,buenos aires,femenino,36,127562,0.0018320697430268046
1,buenos aires,masculino,36,120929,0.0017368053335200802
1,buenos aires,femenino,37,122762,0.0017631312286845344
1,buenos aires,masculino,37,115935,0.0016650805542231433
1,buenos aires,femenino,38,124424,0.0017870011892755456
1,buenos aires,masculino,38,117837,0.0016923974405312677
1,buenos aires,femenino,39,130354,0.001872168978869225
1,buenos aires,masculino,39,122484,0.001759138539728878
1,buenos aires,femenino,40,137072,0.001968654174567427
1,buenos aires,masculino,40,127392,0.0018296281706438493
1,buenos aires,femenino,41,126884,0.001822332177875959
1,buenos aires,masculino,41,119781,0.0017203175388398873
1,buenos aires,femenino,42,133912,0.0019232696526254329
1,buenos aires,masculino,42,125570,0.0018034602595747625
1,buenos aires,femenino,43,129846,0.0018648729861013348
1,buenos aires,masculino,43,121779,0.001749013195434857
1,buenos aires,femenino,44,127253,0.001827631826166021
1,buenos aires,masculino,44,117716,0.001690659615482223
1,buenos aires,femenino,45,125173,0.0017977584699510373
1,buenos aires,masculino,45,116115,0.0016676657485109783
1,buenos aires,femenino,46,119170,0.0017115422404517357
1,buenos aires,masculino,46,109184,0.001568121406238838
1,buenos aires,femenino,47,116219,0.0016691594163217274
1,buenos aires,masculino,47,108319,0.0015556981114667413
1,buenos aires,femenino,48,109633,0.0015745700297679376
1,buenos aires,masculino,48,101200,0.001453453677382862
1,buenos aires,femenino,49,112480,0.0016154591860871967
1,buenos aires,masculino,49,103597,0.001487879847982533
1,buenos aires,femenino,50,113756,0.0016337853411498501
1,buenos aires,masculino,50,105543,0.0015158286706721284
1,buenos aires,femenino,51,104474,0.0015004754890404852
1,buenos aires,masculino,51,96178,0.0013813267567522618
1,buenos aires,femenino,52,101212,0.0014536260236687176
1,buenos aires,masculino,52,92579,0.0013296372331860471
1,buenos aires,femenino,53,94830,0.0013619665239744743
1,buenos aires,masculino,53,86375,0.001240534203398663
1,buenos aires,femenino,54,92417,0.0013273105583269955
1,buenos aires,masculino,54,84534,0.0012140934107103048
1,buenos aires,femenino,55,90451,0.0012990744918276408
1,buenos aires,masculino,55,81300,0.0011676460866722003
1,buenos aires,femenino,56,89824,0.0012900693983916816
1,buenos aires,masculino,56,81526,0.0011708919417224822
1,buenos aires,femenino,57,89172,0.0012807052501935233
1,buenos aires,masculino,57,80560,0.0011570180657111003
1,buenos aires,femenino,58,87958,0.0012632695509411241
1,buenos aires,masculino,58,78805,0.0011318124214047078
1,buenos aires,femenino,59,89416,0.0012842096246725887
1,buenos aires,masculino,59,79842,0.0011467060129407357
1,buenos aires,femenino,60,87867,0.0012619625916067186
1,buenos aires,masculino,60,76980,0.0011056014237641571
1,buenos aires,femenino,61,81476,0.0011701738321980835
1,buenos aires,masculino,61,72432,0.0010402821814248563
1,buenos aires,femenino,62,82638,0.0011868626975451082
1,buenos aires,masculino,62,72192,0.0010368352557077428
1,buenos aires,femenino,63,79457,0.0011411765696028662
1,buenos aires,masculino,63,68811,0.0009882766896679063
1,buenos aires,femenino,64,77453,0.0011123947398649684
1,buenos aires,masculino,64,66532,0.0009555452575458159
1,buenos aires,femenino,65,79342,0.0011395249176967494
1,buenos aires,masculino,65,68398,0.0009823451049963735
1,buenos aires,femenino,66,73816,0.0010601594530602108
1,buenos aires,masculino,66,61238,0.0008795118211024871
1,buenos aires,femenino,67,73380,0.0010538975380074546
1,buenos aires,masculino,67,60652,0.000871095577476535
1,buenos aires,femenino,68,69611,0.0009997664420582845
1,buenos aires,masculino,68,57037,0.0008191762588625128
1,buenos aires,femenino,69,69108,0.0009925422602428341
1,buenos aires,masculino,69,56162,0.0008066093421855364
1,buenos aires,femenino,70,68877,0.0009892245942401125
1,buenos aires,masculino,70,54836,0.0007875650775984843
1,buenos aires,femenino,71,64085,0.0009204009774217461
1,buenos aires,masculino,71,50921,0.0007313371018380703
1,buenos aires,femenino,72,63393,0.0009104623416040688
1,buenos aires,masculino,72,49068,0.0007047239628638564
1,buenos aires,femenino,73,59613,0.0008561732615595311
1,buenos aires,masculino,73,45170,0.0006487401443417379
1,buenos aires,femenino,74,57842,0.000830737822205331
1,buenos aires,masculino,74,42930,0.0006165688376486785
1,buenos aires,femenino,75,54820,0.0007873352825506768
1,buenos aires,masculino,75,39809,0.0005717444411357149
1,buenos aires,femenino,76,52201,0.0007497207056626756
1,buenos aires,masculino,76,36923,0.000530295159387425
1,buenos aires,femenino,77,48379,0.000694828413617643
1,buenos aires,masculino,77,33760,0.0004848675508739666
1,buenos aires,femenino,78,44566,0.0006400653812870022
1,buenos aires,masculino,78,29753,0.000427318253588659
1,buenos aires,femenino,79,40964,0.0005883327711493237
1,buenos aires,masculino,79,26533,0.0003810720002173861
1,buenos aires,femenino,80,37760,0.0005423163128258584
1,buenos aires,masculino,80,23776,0.00034147544104204473
1,buenos aires,femenino,81,34430,0.0004944902185009084
1,buenos aires,masculino,81,20959,0.00030101715043742494
1,buenos aires,femenino,82,33906,0.00048696443068521063
1,buenos aires,masculino,82,19609,0.00028162819327866143
1,buenos aires,femenino,83,29245,0.0004200222608207687
1,buenos aires,masculino,83,16299,0.00023408934276347102
1,buenos aires,femenino,84,26277,0.00037739527945246506
1,buenos aires,masculino,84,14010,0.00020121428873650095
1,buenos aires,femenino,85,23906,0.0003433425258054812
1,buenos aires,masculino,85,12322,0.00017697091119280262
1,buenos aires,femenino,86,21526,0.0003091605124441056
1,buenos aires,masculino,86,10653,0.00015300041526837576
1,buenos aires,femenino,87,18766,0.0002695208666973003
1,buenos aires,masculino,87,9206,0.00013221832563227893
1,buenos aires,femenino,88,16344,0.0002347356413354298
1,buenos aires,masculino,88,7448,0.00010696959475442248
1,buenos aires,femenino,89,14709,0.00021125345988759402
1,buenos aires,masculino,89,6590,9.46468353157417e-05
1,buenos aires,femenino,90,12823,0.00018416636862727704
1,buenos aires,masculino,90,5451,7.828830034994052e-05
1,buenos aires,femenino,91,10583,0.00015199506193421767
1,buenos aires,masculino,91,4433,6.366759043318406e-05
1,buenos aires,femenino,92,9046,0.00012992037515420325
1,buenos aires,masculino,92,3404,4.88888964210599e-05
1,buenos aires,femenino,93,6853,9.842409141407858e-05
1,buenos aires,masculino,93,2651,3.8074166983616274e-05
1,buenos aires,femenino,94,5323,7.644993996747998e-05
1,buenos aires,masculino,94,2027,2.9112160119121157e-05
1,buenos aires,femenino,95,4187,6.0134491573142716e-05
1,buenos aires,masculino,95,1527,2.1931064875134684e-05
3,catamarca,femenino,16,3485,5.005223385058571e-05
3,catamarca,masculino,16,3464,4.975062785033828e-05
3,catamarca,femenino,17,3557,5.108631156571976e-05
3,catamarca,masculino,17,3722,5.3456072996235295e-05
3,catamarca,femenino,18,3556,5.107194937523179e-05
3,catamarca,masculino,18,3579,5.1402279756455164e-05
3,catamarca,femenino,19,3509,5.039692642229706e-05
3,catamarca,masculino,19,3517,5.0511823946200843e-05
3,catamarca,femenino,20,3599,5.168952356621463e-05
3,catamarca,masculino,20,3647,5.237890870963733e-05
3,catamarca,femenino,21,3631,5.2149113661829757e-05
3,catamarca,masculino,21,3720,5.342734861525935e-05
3,catamarca,femenino,22,3766,5.4088009377706105e-05
3,catamarca,masculino,22,3728,5.354224613916313e-05
3,catamarca,femenino,23,3536,5.078470556547233e-05
3,catamarca,masculino,23,3622,5.2019853947438e-05
3,catamarca,femenino,24,3745,5.3786403377458676e-05
3,catamarca,masculino,24,3667,5.2666152519396784e-05
3,catamarca,femenino,25,3813,5.4763032330640834e-05
3,catamarca,masculino,25,3624,5.204857832841395e-05
3,catamarca,femenino,26,3626,5.207730270938989e-05
3,catamarca,masculino,26,3644,5.233582213817341e-05
3,catamarca,femenino,27,3803,5.4619410425761106e-05
3,catamarca,masculino,27,3721,5.344171080574732e-05
3,catamarca,femenino,28,3632,5.216347585231773e-05
3,catamarca,masculino,28,3453,4.959264375497058e-05
3,catamarca,femenino,29,3722,5.3456072996235295e-05
3,catamarca,masculino,29,3582,5.144536632791908e-05
3,catamarca,femenino,30,3804,5.463377261624908e-05
3,catamarca,masculino,30,3519,5.054054832717679e-05
3,catamarca,femenino,31,3402,4.886017204008396e-05
3,catamarca,masculino,31,3332,4.785481870592585e-05
3,catamarca,femenino,32,3178,4.5643041370778016e-05
3,catamarca,masculino,32,3136,4.503982937028315e-05
3,catamarca,femenino,33,3251,4.669148127640004e-05
3,catamarca,masculino,33,3019,4.335945308319032e-05
3,catamarca,femenino,34,3240,4.6533497181032336e-05
3,catamarca,masculino,34,2947,4.2325375368056264e-05
3,catamarca,femenino,35,3466,4.9779352231314224e-05
3,catamarca,masculino,35,3199,4.5944647371025445e-05
3,catamarca,femenino,36,3224,4.630370213322477e-05
3,catamarca,masculino,36,3088,4.435044422686045e-05
3,catamarca,femenino,37,2983,4.284241422562329e-05
3,catamarca,masculino,37,2968,4.26269813683037e-05
3,catamarca,femenino,38,2998,4.3057847082942884e-05
3,catamarca,masculino,38,2816,4.044392841413181e-05
3,catamarca,femenino,39,3149,4.52265378466268e-05
3,catamarca,masculino,39,3052,4.383340536929342e-05
3,catamarca,femenino,40,3210,4.610263146639315e-05
3,catamarca,masculino,40,2941,4.223920222512843e-05
3,catamarca,femenino,41,3095,4.445097956027626e-05
3,catamarca,masculino,41,2950,4.236846193952018e-05
3,catamarca,femenino,42,3361,4.8271322230077066e-05
3,catamarca,masculino,42,3201,4.597337175200139e-05
3,catamarca,femenino,43,3234,4.64473240381045e-05
3,catamarca,masculino,43,3050,4.3804680988317477e-05
3,catamarca,femenino,44,3257,4.677765441932788e-05
3,catamarca,masculino,44,2978,4.277060327318343e-05
3,catamarca,femenino,45,3103,4.456587708418004e-05
3,catamarca,masculino,45,2840,4.078862098584316e-05
3,catamarca,femenino,46,2760,3.963964574680532e-05
3,catamarca,masculino,46,2816,4.044392841413181e-05
3,catamarca,femenino,47,2775,3.985507860412492e-05
3,catamarca,masculino,47,2717,3.9022071555822486e-05
3,catamarca,femenino,48,2513,3.609218469627601e-05
3,catamarca,masculino,48,2480,3.56182324101729e-05
3,catamarca,femenino,49,2448,3.515864231455777e-05
3,catamarca,masculino,49,2347,3.37080610752725e-05
3,catamarca,femenino,50,2484,3.5675681172124795e-05
3,catamarca,masculino,50,2409,3.459851688552682e-05
3,catamarca,femenino,51,2396,3.4411808409183175e-05
3,catamarca,masculino,51,2266,3.254472364574669e-05
3,catamarca,femenino,52,2381,3.4196375551863576e-05
3,catamarca,masculino,52,2078,2.9844631834007776e-05
3,catamarca,femenino,53,2176,3.1252126501829125e-05
3,catamarca,masculino,53,1988,2.855203469009021e-05
3,catamarca,femenino,54,2052,2.947121488132048e-05
3,catamarca,masculino,54,1962,2.8178617737402914e-05
3,catamarca,femenino,55,2008,2.883927849984967e-05
3,catamarca,masculino,55,1900,2.7288161927148594e-05
3,catamarca,femenino,56,2017,2.896853821424143e-05
3,catamarca,masculino,56,1981,2.84514993566744e-05
3,catamarca,femenino,57,2034,2.9212695452536966e-05
3,catamarca,masculino,57,1893,2.7187626593732784e-05
3,catamarca,femenino,58,1902,2.731688630812454e-05
3,catamarca,masculino,58,1830,2.6282808592990487e-05
3,catamarca,femenino,59,1896,2.7230713165196702e-05
3,catamarca,masculino,59,1750,2.5133833353952653e-05
3,catamarca,femenino,60,1930,2.771902764178778e-05
3,catamarca,masculino,60,1788,2.5679596592495623e-05
3,catamarca,femenino,61,1718,2.4674243258337516e-05
3,catamarca,masculino,61,1686,2.4214653162722383e-05
3,catamarca,femenino,62,1859,2.6699312117141702e-05
3,catamarca,masculino,62,1660,2.3841236210035087e-05
3,catamarca,femenino,63,1702,2.444444821052995e-05
3,catamarca,masculino,63,1688,2.424337754369833e-05
3,catamarca,femenino,64,1682,2.4157204400770492e-05
3,catamarca,masculino,64,1572,2.2577363447093467e-05
3,catamarca,femenino,65,1711,2.4573707924921707e-05
3,catamarca,masculino,65,1586,2.277843411392509e-05
3,catamarca,femenino,66,1557,2.2361930589773875e-05
3,catamarca,masculino,66,1412,2.0279412969017798e-05
3,catamarca,femenino,67,1657,2.379814963857117e-05
3,catamarca,masculino,67,1452,2.0853900588536713e-05
3,catamarca,femenino,68,1559,2.239065497074982e-05
3,catamarca,masculino,68,1304,1.8728296396316718e-05
3,catamarca,femenino,69,1407,2.020760201657793e-05
3,catamarca,masculino,69,1276,1.8326155062653476e-05
3,catamarca,femenino,70,1411,2.0265050778529825e-05
3,catamarca,masculino,70,1284,1.844105258655726e-05
3,catamarca,femenino,71,1318,1.892936706314834e-05
3,catamarca,masculino,71,1182,1.697610915678402e-05
3,catamarca,femenino,72,1242,1.7837840586062398e-05
3,catamarca,masculino,72,1145,1.644470810872902e-05
3,catamarca,femenino,73,1086,1.5597338869938617e-05
3,catamarca,masculino,73,997,1.4319103916509025e-05
3,catamarca,femenino,74,1087,1.561170106042659e-05
3,catamarca,masculino,74,855,1.2279672867216867e-05
3,catamarca,femenino,75,990,1.4218568583093214e-05
3,catamarca,masculino,75,739,1.0613658770612005e-05
3,catamarca,femenino,76,938,1.3471734677718622e-05
3,catamarca,masculino,76,757,1.0872178199395519e-05
3,catamarca,femenino,77,870,1.249510572453646e-05
3,catamarca,masculino,77,649,9.32106162669444e-06
3,catamarca,femenino,78,840,1.2064240009897273e-05
3,catamarca,masculino,78,606,8.703487435711603e-06
3,catamarca,femenino,79,684,9.823738293773494e-06
3,catamarca,masculino,79,530,7.61196095862566e-06
3,catamarca,femenino,80,725,1.0412588103780384e-05
3,catamarca,masculino,80,505,7.252906196426337e-06
3,catamarca,femenino,81,645,9.26361286474255e-06
3,catamarca,masculino,81,370,5.314010480549989e-06
3,catamarca,femenino,82,611,8.775298388151469e-06
3,catamarca,masculino,82,425,6.1039309573885015e-06
3,catamarca,femenino,83,485,6.965662386666877e-06
3,catamarca,masculino,83,301,4.323019336879856e-06
3,catamarca,femenino,84,427,6.132655338364447e-06
3,catamarca,masculino,84,274,3.935240193704586e-06
3,catamarca,femenino,85,422,6.060844385924582e-06
3,catamarca,masculino,85,254,3.6479963839451276e-06
3,catamarca,femenino,86,387,5.558167718845529e-06
3,catamarca,masculino,86,201,2.886800288082562e-06
3,catamarca,femenino,87,360,5.17038857567026e-06
3,catamarca,masculino,87,212,3.044784383450264e-06
3,catamarca,femenino,88,289,4.150673051024181e-06
3,catamarca,masculino,88,120,1.7234628585567533e-06
3,catamarca,femenino,89,274,3.935240193704586e-06
3,catamarca,masculino,89,119,1.7091006680687803e-06
3,catamarca,femenino,90,222,3.1884062883299936e-06
3,catamarca,masculino,90,107,1.536754382213105e-06
3,catamarca,femenino,91,197,2.8293515261306698e-06
3,catamarca,masculino,91,70,1.005353334158106e-06
3,catamarca,femenino,92,138,1.9819822873402663e-06
3,catamarca,masculino,92,65,9.335423817182413e-07
3,catamarca,femenino,93,147,2.111242001732023e-06
3,catamarca,masculino,93,53,7.61196095862566e-07
3,catamarca,femenino,94,95,1.3644080963574296e-06
3,catamarca,masculino,94,34,4.883144765910801e-07
3,catamarca,femenino,95,66,9.479045722062143e-07
3,catamarca,masculino,95,25,3.5905476219932357e-07
7,córdoba,femenino,16,27841,0.00039985774537565474
7,córdoba,masculino,16,28421,0.000408187815858679
7,córdoba,femenino,17,29094,0.0004178535700570848
7,córdoba,masculino,17,29604,0.00042517828720595104
7,córdoba,femenino,18,30676,0.00044057455540905805
7,córdoba,masculino,18,30742,0.00044152245998126425
7,córdoba,femenino,19,31561,0.00045328509399091406
7,córdoba,masculino,19,31084,0.000446434329128151
7,córdoba,femenino,20,30322,0.0004354903399763156
7,córdoba,masculino,20,29677,0.000426226727111573
7,córdoba,femenino,21,31510,0.00045255262227602747
7,córdoba,masculino,21,31047,0.000445902928080096
7,córdoba,femenino,22,32682,0.00046938510952793176
7,córdoba,masculino,22,31000,0.00044522790512716123
7,córdoba,femenino,23,31461,0.0004518488749421168
7,córdoba,masculino,23,30110,0.00043244555559286533
7,córdoba,femenino,24,30480,0.0004377595660734153
7,córdoba,masculino,24,29486,0.0004234835487283702
7,córdoba,femenino,25,30945,0.00044443798465032276
7,córdoba,masculino,25,29911,0.0004295874796857587
7,córdoba,femenino,26,30411,0.00043676857492974517
7,córdoba,masculino,26,29054,0.0004172790824375659
7,córdoba,femenino,27,30028,0.00043126785597285156
7,córdoba,masculino,27,29171,0.00041895945872465873
7,córdoba,femenino,28,29299,0.00042079781910711925
7,córdoba,masculino,28,28415,0.0004081016427157512
7,córdoba,femenino,29,29770,0.0004275624108269545
7,córdoba,masculino,29,28704,0.00041225231576677535
7,córdoba,femenino,30,30744,0.0004415511843622402
7,córdoba,masculino,30,29253,0.0004201371583446725
7,córdoba,femenino,31,29819,0.0004282661581608652
7,córdoba,masculino,31,28222,0.0004053297399515724
7,córdoba,femenino,32,28865,0.000414564628435339
7,córdoba,masculino,32,27514,0.00039516130908608756
7,córdoba,femenino,33,27732,0.0003982922666124657
7,córdoba,masculino,33,26640,0.0003826087545995992
7,córdoba,femenino,34,27719,0.000398105558136122
7,córdoba,masculino,34,26298,0.00037769688545271246
7,córdoba,femenino,35,28817,0.0004138752432919163
7,córdoba,masculino,35,27144,0.00038984729860553756
7,córdoba,femenino,36,28036,0.00040265837252080947
7,córdoba,masculino,36,26495,0.00038052623697884313
7,córdoba,femenino,37,26758,0.00038430349307718
7,córdoba,masculino,37,25630,0.0003681029422067465
7,córdoba,femenino,38,26879,0.00038604131812622474
7,córdoba,masculino,38,25518,0.00036649437687209357
7,córdoba,femenino,39,28380,0.00040759896604867217
7,córdoba,masculino,39,27041,0.0003883679929852764
7,córdoba,femenino,40,29804,0.0004280507253035456
7,córdoba,masculino,40,28266,0.0004059616763330432
7,córdoba,femenino,41,28674,0.00041182145005213617
7,córdoba,masculino,41,26932,0.00038680251422208733
7,córdoba,femenino,42,30144,0.0004329338700694564
7,córdoba,masculino,42,28029,0.00040255783718739363
7,córdoba,femenino,43,28725,0.0004125539217670228
